"","Domain","Phylum","Class","Order","Family","Genus","Species"
"otu9681","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola","uncultured Flexibacter sp."
"otu6868","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola","uncultured Flexibacter sp."
"otu10294","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola","uncultured Flexibacter sp."
"otu8223","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola","uncultured Flexibacter sp."
"otu10225","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola","uncultured Flexibacter sp."
"otu11665","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola","uncultured Flexibacter sp."
"otu7212","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola","uncultured Flexibacter sp."
"otu4402","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola","uncultured marine bacterium"
"otu12826","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola","uncultured Flexibacter sp."
"otu16111","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola","uncultured Flexibacter sp."
"otu5832","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola","uncultured Flexibacter sp."
"otu11125","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola","uncultured Flexibacter sp."
"otu9765","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola","uncultured Flexibacter sp."
"otu10591","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola","uncultured Flexibacter sp."
"otu10482","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola","uncultured Flexibacter sp."
"otu13338","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola","uncultured Flexibacter sp."
"otu6009","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola","uncultured Flexibacter sp."
"otu5380","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola","uncultured Flexibacter sp."
"otu5058","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola","uncultured Flexibacter sp."
"otu15344","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola",NA
"otu13412","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola","uncultured Flexibacter sp."
"otu4341","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola","uncultured Flexibacter sp."
"otu4321","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola","uncultured Flexibacter sp."
"otu13508","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola","uncultured Flexibacter sp."
"otu6099","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola","uncultured Flexibacter sp."
"otu12370","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola","uncultured Flexibacter sp."
"otu13894","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola","uncultured Flexibacter sp."
"otu9730","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola","uncultured Flexibacter sp."
"otu9842","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola","uncultured Flexibacter sp."
"otu16515","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola","uncultured Flexibacter sp."
"otu6147","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola","uncultured Flexibacter sp."
"otu10577","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola","uncultured Flexibacter sp."
"otu6539","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola","uncultured Flexibacter sp."
"otu11124","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola",NA
"otu10322","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola","uncultured Flexibacter sp."
"otu5810","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola","uncultured Flexibacter sp."
"otu10441","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola","uncultured Flexibacter sp."
"otu6414","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola","uncultured Flexibacter sp."
"otu15413","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola",NA
"otu4389","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola","uncultured Flexibacter sp."
"otu6102","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola","uncultured marine bacterium"
"otu7762","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola","uncultured Flexibacter sp."
"otu4479","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola","uncultured Flexibacter sp."
"otu10496","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola","uncultured Flexibacter sp."
"otu7393","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola","uncultured Flexibacter sp."
"otu13255","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola","uncultured Flexibacter sp."
"otu4319","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola","uncultured Flexibacter sp."
"otu10335","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola","uncultured Flexibacter sp."
"otu10612","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola",NA
"otu5548","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola","uncultured Flexibacter sp."
"otu12369","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola","uncultured Flexibacter sp."
"otu12816","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola","uncultured Flexibacter sp."
"otu12386","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola","uncultured Flexibacter sp."
"otu14358","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola","uncultured Flexibacter sp."
"otu5126","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola","uncultured Flexibacter sp."
"otu7892","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola","uncultured Flexibacter sp."
"otu11720","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola","uncultured Flexibacter sp."
"otu13868","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola","uncultured Flexibacter sp."
"otu6035","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola","uncultured Flexibacter sp."
"otu6088","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola","uncultured Flexibacter sp."
"otu15472","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola","uncultured Flexibacter sp."
"otu4381","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola","uncultured Flexibacter sp."
"otu5901","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola",NA
"otu8350","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola",NA
"otu9726","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola",NA
"otu13212","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola","uncultured Flexibacter sp."
"otu10437","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola",NA
"otu14118","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola","uncultured Flexibacter sp."
"otu13348","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola","uncultured Flexibacter sp."
"otu6897","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola","uncultured Flexibacter sp."
"otu12404","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola","uncultured Flexibacter sp."
"otu4454","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola","uncultured Flexibacter sp."
"otu16416","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola","uncultured Flexibacter sp."
"otu10451","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola",NA
"otu16412","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola","uncultured Flexibacter sp."
"otu9784","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae",NA,NA
"otu4497","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola","uncultured Flexibacter sp."
"otu6124","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola","uncultured marine bacterium"
"otu16428","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola","uncultured marine bacterium"
"otu12269","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola","uncultured Flexibacter sp."
"otu12358","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola",NA
"otu16447","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola","uncultured Flexibacter sp."
"otu7186","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola","uncultured Flexibacter sp."
"otu5573","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola","uncultured bacterium"
"otu148","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola","uncultured bacterium"
"otu10758","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola",NA
"otu2515","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola","uncultured bacterium"
"otu1970","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola","uncultured bacterium"
